region_id,gx,gy,sw_lat,sw_lng,ne_lat,ne_lng
234,157,27,40.65283451796966,-73.83446665938115,40.67080833654821,-73.81076802353851
235,158,27,40.65279805265417,-73.81081910822793,40.670766998141794,-73.7871141144443
236,159,27,40.65275672532053,-73.78717158464868,40.67072079642355,-73.76346023639583
237,160,27,40.6527105359777,-73.76352409209002,40.67066973140348,-73.73980639284255
238,161,27,40.652659484635706,-73.73987663399863,40.67061380309267,-73.71615258723386
249,148,28,40.67095423700924,-74.04730806310656,40.68897181821452,-74.02366042234314
250,149,28,40.67096153204061,-74.02365403327806,40.68897425054329,-74.0
251,150,28,40.670963963717895,-74.0,40.68897181821452,-73.97633957765686
252,151,28,40.67096153204061,-73.97634596672194,40.6889645212288,-73.9526791587661
253,152,28,40.67095423700924,-73.95269193689344,40.68895235958768,-73.92901874678006
254,153,28,40.67094207862539,-73.9290379139641,40.68893533329383,-73.9053583451511
255,154,28,40.6709250568917,-73.90538390138343,40.68891344235092,-73.88169795733157
256,155,28,40.670903171811865,-73.88172990260101,40.68888668676369,-73.8580375867738
257,156,28,40.67087642339063,-73.85807592106637,40.688855066537975,-73.83437723693011
258,157,28,40.67084481163378,-73.83442196022904,40.68881858168062,-73.81071691125281
259,158,28,40.67080833654821,-73.81076802353851,40.68877723219954,-73.78705661319417
260,159,28,40.670766998141794,-73.7871141144443,40.68873101810375,-73.76339634620643
261,160,28,40.67072079642355,-73.76346023639583,40.68867993940324,-73.73973611374187
262,161,28,40.67066973140348,-73.73980639284255,40.6886239961091,-73.71607591925263
272,147,29,40.68895235958768,-74.07098125321994,40.706974764920005,-74.04733362626598
273,148,29,40.6889645212288,-74.0473208412339,40.70698206386042,-74.02366681486058
274,149,29,40.68897181821452,-74.02366042234314,40.70698449684075,-74.0
275,150,29,40.68897425054329,-74.0,40.70698206386042,-73.97633318513944
276,151,29,40.68897181821452,-73.97633957765686,40.706974764920005,-73.95266637373403
277,152,29,40.6889645212288,-73.9526791587661,40.706962600021065,-73.92899956923894
278,153,29,40.68895235958768,-73.92901874678006,40.706945569166244,-73.90533277510934
279,154,29,40.68893533329383,-73.9053583451511,40.70692367235923,-73.88166599480036
280,155,29,40.68891344235092,-73.88169795733157,40.706896909604794,-73.85799923176714
281,156,29,40.68888668676369,-73.8580375867738,40.70686528090874,-73.83433248946478
282,157,29,40.688855066537975,-73.83437723693011,40.706828786277924,-73.81066577134843
283,158,29,40.68881858168062,-73.81071691125281,40.70678742572028,-73.78699908087312
284,159,29,40.68877723219954,-73.78705661319417,40.70674119924479,-73.76333242149391
285,160,29,40.68873101810375,-73.76339634620643,40.706690106861465,-73.73966579666583
286,161,29,40.68867993940324,-73.73973611374187,40.70663414858142,-73.7159992098439
298,149,30,40.70698206386042,-74.02366681486058,40.724994700836376,-74.0
299,150,30,40.70698449684075,-74.0,40.724992267204385,-73.97632678916683
300,151,30,40.70698206386042,-73.97633318513944,40.72498496630892,-73.95265358179162
301,152,30,40.706974764920005,-73.95266637373403,40.72497279815158,-73.92898038133234
302,153,30,40.706962600021065,-73.92899956923894,40.724955762735014,-73.90530719124696
303,154,30,40.706945569166244,-73.90533277510934,40.724933860062905,-73.8816340149934
304,155,30,40.70692367235923,-73.88166599480036,40.724907090140015,-73.85796085602959
305,156,30,40.706896909604794,-73.85799923176714,40.72487545297215,-73.8342877178135
306,157,30,40.70686528090874,-73.83433248946478,40.7248389485662,-73.81061460380299
